x,y,elevation_m
17,1,106.29
18,1,106.5
19,1,106.71
20,1,107.27
21,1,107.47
22,1,107.67
23,1,107.86
24,1,108.05
25,1,108.18
26,1,108.35
27,1,108.52
28,1,108.68
29,1,108.84
30,1,107.49
31,1,107.64
32,1,107.77
33,1,107.9
34,1,108.03
35,1,109.45
36,1,109.55
37,1,109.66
38,1,109.75
39,1,109.84
40,1,109.02
41,1,109.09
42,1,109.16
43,1,109.22
44,1,109.27
45,1,109.26
46,1,109.29
47,1,109.32
48,1,109.33
49,1,109.34
50,1,110.2
51,1,110.19
52,1,110.18
53,1,110.16
54,1,110.13
55,1,108.89
56,1,108.84
57,1,108.79
58,1,108.73
59,1,108.66
60,1,108.58
61,1,108.5
62,1,108.41
63,1,108.31
64,1,108.2
65,1,108.09
66,1,107.97
67,1,107.84
68,1,107.71
69,1,107.56
70,1,107.42
71,1,107.26
72,1,107.1
73,1,106.94
74,1,106.76
75,1,108.14
76,1,107.95
77,1,107.77
78,1,107.57
79,1,107.37
80,1,105.97
81,1,105.76
82,1,105.55
83,1,105.33
84,1,105.11
85,1,104.93
86,1,104.71
87,1,104.47
88,1,104.24
89,1,104.0
90,1,103.66
91,1,103.42
92,1,103.17
93,1,102.93
94,1,102.68
95,1,102.13
96,1,101.88
97,1,101.63
98,1,101.38
99,1,101.12
100,1,102.02
101,1,101.77
102,1,101.52
103,1,101.27
104,1,101.02
105,1,99.61
106,1,99.37
107,1,99.12
108,1,98.88
109,1,98.63
110,1,100.25
111,1,100.01
112,1,99.77
113,1,99.54
114,1,99.31
115,1,98.14
116,1,97.92
117,1,97.7
118,1,97.49
119,1,97.28
120,1,96.72
121,1,96.52
122,1,96.33
123,1,96.14
124,1,95.96
125,1,96.78
126,1,96.61
127,1,96.44
128,1,96.28
129,1,96.13
130,1,94.43
131,1,94.29
132,1,94.15
133,1,94.03
134,1,93.91
135,1,93.79
136,1,93.69
137,1,93.59
138,1,93.5
139,1,93.41
140,1,94.89
141,1,94.82
142,1,94.76
143,1,94.7
144,1,94.66
145,1,95.07
146,1,95.04
147,1,95.02
148,1,95.0
149,1,95.0
150,1,94.75
151,1,94.76
152,1,94.78
153,1,94.8
154,1,94.84
155,1,94.33
156,1,94.38
157,1,94.44
158,1,94.5
159,1,94.57
160,1,93.8
161,1,93.89
162,1,93.99
163,1,94.09
164,1,94.2
165,1,95.72
166,1,95.84
167,1,95.97
168,1,96.11
169,1,96.25
170,1,96.65
171,1,96.81
172,1,96.97
173,1,97.14
174,1,97.32
175,1,95.5
176,1,95.68
177,1,95.88
178,1,96.07
179,1,96.27
180,1,97.78
181,1,97.99
182,1,98.21
183,1,98.43
184,1,98.65
185,1,99.57
186,1,99.8
187,1,100.04
188,1,100.27
189,1,100.51
190,1,100.4
191,1,100.65
192,1,100.89
193,1,101.14
194,1,101.39
195,1,100.24
196,1,100.49
197,1,100.74
198,1,100.99
199,1,101.25
0,2,102.54
1,2,102.79
2,2,132.49
3,2,132.74
4,2,133.0
5,2,113.25
6,2,113.49
7,2,113.74
8,2,113.99
9,2,114.23
10,2,138.47
11,2,138.71
12,2,138.95
13,2,139.18
14,2,139.41
15,2,128.64
16,2,128.86
17,2,129.08
18,2,129.29
19,2,129.5
20,2,136.71
21,2,136.91
22,2,137.11
23,2,137.3
24,2,137.49
25,2,108.17
26,2,108.34
27,2,137.01
28,2,137.18
29,2,137.33
30,2,107.48
31,2,107.63
32,2,107.76
33,2,107.9
34,2,108.02
35,2,134.14
36,2,134.25
37,2,134.35
38,2,134.45
39,2,134.53
40,2,116.61
41,2,116.69
42,2,116.75
43,2,116.81
44,2,116.86
45,2,115.9
46,2,115.93
47,2,115.96
48,2,115.98
49,2,115.99
50,2,110.19
51,2,110.18
52,2,132.97
53,2,132.95
54,2,132.92
55,2,108.88
56,2,108.83
57,2,108.78
58,2,108.72
59,2,108.65
60,2,108.57
61,2,108.49
62,2,108.4
63,2,108.3
64,2,108.19
65,2,108.08
66,2,107.96
67,2,107.83
68,2,107.7
69,2,107.56
70,2,107.41
71,2,107.25
72,2,107.09
73,2,106.93
74,2,106.76
75,2,108.13
76,2,107.95
77,2,137.23
78,2,137.04
79,2,136.84
80,2,112.62
81,2,112.41
82,2,112.19
83,2,111.98
84,2,111.76
85,2,112.53
86,2,112.3
87,2,112.07
88,2,111.84
89,2,111.6
90,2,109.36
91,2,109.12
92,2,108.87
93,2,108.63
94,2,108.38
95,2,102.12
96,2,101.87
97,2,101.62
98,2,101.37
99,2,101.11
100,2,102.01
101,2,101.76
102,2,123.39
103,2,123.14
104,2,122.89
105,2,99.61
106,2,99.36
107,2,99.11
108,2,98.87
109,2,98.62
110,2,135.43
111,2,135.19
112,2,134.96
113,2,134.72
114,2,134.49
115,2,115.25
116,2,115.03
117,2,114.81
118,2,114.59
119,2,114.39
120,2,107.17
121,2,106.98
122,2,106.78
123,2,106.59
124,2,106.41
125,2,96.77
126,2,96.6
127,2,125.9
128,2,125.74
129,2,125.59
130,2,94.42
131,2,94.28
132,2,94.15
133,2,94.02
134,2,93.9
135,2,93.78
136,2,93.68
137,2,93.58
138,2,93.49
139,2,93.4
140,2,124.34
141,2,124.27
142,2,124.21
143,2,124.15
144,2,124.11
145,2,133.07
146,2,133.04
147,2,133.02
148,2,133.0
149,2,133.0
150,2,94.74
151,2,94.75
152,2,128.02
153,2,128.05
154,2,128.08
155,2,117.12
156,2,117.17
157,2,117.23
158,2,117.29
159,2,117.37
160,2,100.45
161,2,100.53
162,2,100.63
163,2,100.73
164,2,100.84
165,2,128.96
166,2,129.08
167,2,129.21
168,2,129.35
169,2,129.49
170,2,134.65
171,2,134.8
172,2,134.97
173,2,135.13
174,2,135.31
175,2,95.49
176,2,95.68
177,2,95.87
178,2,96.06
179,2,96.27
180,2,122.47
181,2,122.68
182,2,122.9
183,2,123.12
184,2,123.34
185,2,137.57
186,2,137.8
187,2,138.03
188,2,138.27
189,2,138.5
190,2,131.75
191,2,131.99
192,2,132.23
193,2,132.48
194,2,132.73
195,2,104.98
196,2,105.23
197,2,105.48
198,2,105.74
199,2,105.99
0,3,102.52
1,3,102.78
2,3,132.48
3,3,132.73
4,3,132.98
5,3,113.23
6,3,113.48
7,3,113.73
8,3,113.97
9,3,114.22
10,3,138.46
11,3,138.7
12,3,138.93
13,3,139.17
14,3,139.4
15,3,128.62
16,3,128.84
17,3,129.06
18,3,129.28
19,3,129.49
20,3,136.7
21,3,136.9
22,3,137.09
23,3,137.29
24,3,137.47
25,3,108.15
26,3,108.33
27,3,137.0
28,3,137.16
29,3,137.32
30,3,107.47
31,3,107.61
32,3,107.75
33,3,107.88
34,3,108.0
35,3,134.12
36,3,134.23
37,3,134.34
38,3,134.43
39,3,134.52
40,3,116.6
41,3,116.67
42,3,116.74
43,3,116.79
44,3,116.84
45,3,115.88
46,3,115.92
47,3,115.94
48,3,115.96
49,3,115.97
50,3,110.17
51,3,110.17
52,3,132.96
53,3,132.94
54,3,132.91
55,3,108.86
56,3,108.82
57,3,108.76
58,3,108.7
59,3,108.63
60,3,108.56
61,3,108.47
62,3,108.38
63,3,108.28
64,3,108.18
65,3,108.06
66,3,107.94
67,3,107.82
68,3,107.68
69,3,107.54
70,3,107.39
71,3,107.24
72,3,107.08
73,3,106.91
74,3,106.74
75,3,108.11
76,3,107.93
77,3,137.22
78,3,137.03
79,3,136.83
80,3,112.6
81,3,112.39
82,3,112.18
83,3,111.96
84,3,111.74
85,3,112.52
86,3,112.29
87,3,112.06
88,3,111.83
89,3,111.59
90,3,109.35
91,3,109.1
92,3,108.86
93,3,108.61
94,3,108.36
95,3,102.11
96,3,101.86
97,3,101.6
98,3,101.35
99,3,101.1
100,3,102.0
101,3,101.75
102,3,123.38
103,3,123.13
104,3,122.88
105,3,99.59
106,3,99.34
107,3,99.1
108,3,98.85
109,3,98.61
110,3,135.42
111,3,135.18
112,3,134.95
113,3,134.72
114,3,134.49
115,3,115.24
116,3,115.01
117,3,114.8
118,3,114.58
119,3,114.37
120,3,107.16
121,3,106.96
122,3,106.77
123,3,106.58
124,3,106.39
125,3,96.76
126,3,96.58
127,3,125.89
128,3,125.73
129,3,125.58
130,3,94.41
131,3,94.27
132,3,94.13
133,3,94.0
134,3,93.88
135,3,93.77
136,3,93.66
137,3,93.56
138,3,93.47
139,3,93.39
140,3,124.32
141,3,124.26
142,3,124.19
143,3,124.14
144,3,124.09
145,3,133.06
146,3,133.03
147,3,133.0
148,3,132.99
149,3,132.98
150,3,94.73
151,3,94.74
152,3,128.01
153,3,128.03
154,3,128.07
155,3,117.11
156,3,117.16
157,3,117.21
158,3,117.28
159,3,117.35
160,3,100.43
161,3,100.52
162,3,100.61
163,3,100.72
164,3,100.83
165,3,128.94
166,3,129.07
167,3,129.2
168,3,129.34
169,3,129.48
170,3,134.63
171,3,134.79
172,3,134.95
173,3,135.12
174,3,135.29
175,3,95.47
176,3,95.66
177,3,95.85
178,3,96.05
179,3,96.25
180,3,122.46
181,3,122.67
182,3,122.88
183,3,123.1
184,3,123.32
185,3,137.55
186,3,137.78
187,3,138.01
188,3,138.25
189,3,138.49
190,3,131.73
191,3,131.97
192,3,132.22
193,3,132.47
194,3,132.72
195,3,104.97
196,3,105.22
197,3,105.47
198,3,105.72
199,3,105.97
0,4,102.5
1,4,102.75
2,4,132.46
3,4,132.71
4,4,132.96
5,4,113.21
6,4,113.46
7,4,113.71
8,4,113.95
9,4,114.2
10,4,138.44
11,4,138.68
12,4,138.91
13,4,139.14
14,4,139.37
15,4,128.6
16,4,128.82
17,4,129.04
18,4,129.26
19,4,129.47
20,4,136.68
21,4,136.88
22,4,137.07
23,4,137.26
24,4,137.45
25,4,108.13
26,4,108.31
27,4,136.98
28,4,137.14
29,4,137.3
30,4,107.45
31,4,107.59
32,4,107.73
33,4,107.86
34,4,107.98
35,4,134.1
36,4,134.21
37,4,134.31
38,4,134.41
39,4,134.5
40,4,116.58
41,4,116.65
42,4,116.71
43,4,116.77
44,4,116.82
45,4,115.86
46,4,115.9
47,4,115.92
48,4,115.94
49,4,115.95
50,4,110.15
51,4,110.15
52,4,132.94
53,4,132.92
54,4,132.89
55,4,108.84
56,4,108.8
57,4,108.74
58,4,108.68
59,4,108.61
60,4,108.54
61,4,108.45
62,4,108.36
63,4,108.26
64,4,108.16
65,4,108.04
66,4,107.92
67,4,107.79
68,4,107.66
69,4,107.52
70,4,107.37
71,4,107.22
72,4,107.06
73,4,106.89
74,4,106.72
75,4,108.09
76,4,107.91
77,4,137.21
78,4,137.01
79,4,136.82
80,4,112.58
81,4,112.37
82,4,112.16
83,4,111.94
84,4,111.72
85,4,112.5
86,4,112.27
87,4,112.04
88,4,111.81
89,4,111.57
90,4,109.33
91,4,109.08
92,4,108.84
93,4,108.59
94,4,108.35
95,4,102.09
96,4,101.83
97,4,101.58
98,4,101.33
99,4,101.08
100,4,101.98
101,4,101.73
102,4,123.36
103,4,123.11
104,4,122.86
105,4,99.57
106,4,99.32
107,4,99.08
108,4,98.83
109,4,98.59
110,4,135.41
111,4,135.17
112,4,134.94
113,4,134.7
114,4,134.47
115,4,115.22
116,4,115.0
117,4,114.78
118,4,114.57
119,4,114.36
120,4,107.14
121,4,106.94
122,4,106.75
123,4,106.56
124,4,106.38
125,4,96.74
126,4,96.56
127,4,125.88
128,4,125.72
129,4,125.56
130,4,94.39
131,4,94.24
132,4,94.11
133,4,93.98
134,4,93.86
135,4,93.75
136,4,93.64
137,4,93.54
138,4,93.45
139,4,93.37
140,4,124.31
141,4,124.24
142,4,124.17
143,4,124.12
144,4,124.07
145,4,133.04
146,4,133.01
147,4,132.98
148,4,132.97
149,4,132.96
150,4,94.7
151,4,94.71
152,4,127.99
153,4,128.01
154,4,128.05
155,4,117.09
156,4,117.14
157,4,117.19
158,4,117.26
159,4,117.33
160,4,100.41
161,4,100.5
162,4,100.59
163,4,100.7
164,4,100.8
165,4,128.92
166,4,129.05
167,4,129.18
168,4,129.32
169,4,129.46
170,4,134.61
171,4,134.77
172,4,134.93
173,4,135.1
174,4,135.27
175,4,95.45
176,4,95.64
177,4,95.83
178,4,96.03
179,4,96.23
180,4,122.44
181,4,122.65
182,4,122.86
183,4,123.08
184,4,123.3
185,4,137.53
186,4,137.76
187,4,137.99
188,4,138.23
189,4,138.47
190,4,131.71
191,4,131.95
192,4,132.2
193,4,132.45
194,4,132.69
195,4,104.94
196,4,105.2
197,4,105.45
198,4,105.7
199,4,105.95
0,5,100.93
1,5,101.18
2,5,101.43
3,5,101.68
4,5,101.93
5,5,110.18
6,5,110.43
7,5,110.68
8,5,110.92
9,5,111.17
10,5,131.41
11,5,131.65
12,5,131.88
13,5,132.12
14,5,132.35
15,5,137.57
16,5,137.8
17,5,138.02
18,5,138.23
19,5,138.44
20,5,118.65
21,5,118.85
22,5,119.05
23,5,119.24
24,5,119.42
25,5,108.2
26,5,108.38
27,5,138.95
28,5,139.11
29,5,139.27
30,5,147.42
31,5,147.57
32,5,147.7
33,5,147.83
34,5,147.96
35,5,108.07
36,5,108.18
37,5,108.29
38,5,108.38
39,5,108.47
40,5,132.55
41,5,132.62
42,5,132.69
43,5,132.75
44,5,132.8
45,5,108.84
46,5,108.87
47,5,108.9
48,5,108.91
49,5,108.92
50,5,109.53
51,5,109.52
52,5,120.91
53,5,120.89
54,5,120.86
55,5,128.82
56,5,128.78
57,5,128.73
58,5,128.67
59,5,128.6
60,5,121.52
61,5,121.43
62,5,121.34
63,5,121.24
64,5,121.14
65,5,142.04
66,5,141.92
67,5,141.8
68,5,141.67
69,5,141.53
70,5,129.37
71,5,129.22
72,5,129.06
73,5,128.89
74,5,128.72
75,5,107.62
76,5,107.43
77,5,128.17
78,5,127.98
79,5,127.78
80,5,115.56
81,5,115.35
82,5,115.14
83,5,114.92
84,5,114.7
85,5,125.5
86,5,125.27
87,5,125.04
88,5,124.81
89,5,124.57
90,5,103.29
91,5,103.05
92,5,102.8
93,5,102.56
94,5,102.31
95,5,102.06
96,5,101.81
97,5,101.56
98,5,101.3
99,5,101.05
100,5,102.4
101,5,102.15
102,5,132.36
103,5,132.11
104,5,131.86
105,5,113.57
106,5,113.32
107,5,113.08
108,5,112.83
109,5,112.59
110,5,98.32
111,5,98.08
112,5,97.85
113,5,97.62
114,5,97.39
115,5,116.2
116,5,115.98
117,5,115.76
118,5,115.54
119,5,115.34
120,5,96.1
121,5,95.9
122,5,95.71
123,5,95.52
124,5,95.34
125,5,96.16
126,5,95.99
127,5,114.84
128,5,114.68
129,5,114.53
130,5,134.4
131,5,134.26
132,5,134.12
133,5,133.99
134,5,133.87
135,5,124.75
136,5,124.64
137,5,124.54
138,5,124.45
139,5,124.36
140,5,126.28
141,5,126.21
142,5,126.15
143,5,126.1
144,5,126.05
145,5,123.01
146,5,122.98
147,5,122.96
148,5,122.94
149,5,122.93
150,5,94.08
151,5,94.09
152,5,115.96
153,5,115.99
154,5,116.02
155,5,113.06
156,5,113.11
157,5,113.17
158,5,113.23
159,5,113.3
160,5,93.38
161,5,93.47
162,5,93.57
163,5,93.67
164,5,93.78
165,5,93.89
166,5,94.02
167,5,94.15
168,5,94.29
169,5,94.43
170,5,134.58
171,5,134.74
172,5,134.9
173,5,135.07
174,5,135.25
175,5,97.08
176,5,97.26
177,5,128.81
178,5,129.0
179,5,129.2
180,5,121.41
181,5,121.62
182,5,121.83
183,5,122.05
184,5,122.28
185,5,97.5
186,5,97.73
187,5,97.97
188,5,98.2
189,5,98.44
190,5,111.68
191,5,111.93
192,5,112.17
193,5,112.42
194,5,112.67
195,5,99.92
196,5,100.17
197,5,100.42
198,5,100.67
199,5,100.93
0,6,100.89
1,6,101.15
2,6,101.4
3,6,101.65
4,6,101.9
5,6,110.15
6,6,110.4
7,6,110.65
8,6,110.89
9,6,111.14
10,6,131.38
11,6,131.62
12,6,131.85
13,6,132.09
14,6,132.32
15,6,137.54
16,6,137.76
17,6,137.98
18,6,138.2
19,6,138.41
20,6,118.62
21,6,118.82
22,6,119.01
23,6,119.21
24,6,119.39
25,6,108.17
26,6,108.35
27,6,138.92
28,6,139.08
29,6,139.24
30,6,147.39
31,6,147.53
32,6,147.67
33,6,147.8
34,6,147.93
35,6,108.04
36,6,108.15
37,6,108.25
38,6,108.35
39,6,108.44
40,6,132.52
41,6,132.59
42,6,132.66
43,6,132.72
44,6,132.77
45,6,108.8
46,6,108.84
47,6,108.86
48,6,108.88
49,6,108.89
50,6,109.49
51,6,109.49
52,6,120.88
53,6,120.86
54,6,120.83
55,6,128.79
56,6,128.75
57,6,128.7
58,6,128.63
59,6,128.57
60,6,121.49
61,6,121.4
62,6,121.31
63,6,121.21
64,6,121.11
65,6,142.01
66,6,141.9
67,6,141.77
68,6,141.64
69,6,141.5
70,6,129.34
71,6,129.19
72,6,129.03
73,6,128.86
74,6,128.69
75,6,107.58
76,6,107.4
77,6,128.15
78,6,127.95
79,6,127.76
80,6,115.53
81,6,115.32
82,6,115.11
83,6,114.89
84,6,114.67
85,6,125.47
86,6,125.25
87,6,125.02
88,6,124.78
89,6,124.55
90,6,103.26
91,6,103.01
92,6,102.77
93,6,102.52
94,6,102.27
95,6,102.03
96,6,101.77
97,6,101.52
98,6,101.27
99,6,101.02
100,6,102.37
101,6,102.12
102,6,132.34
103,6,132.09
104,6,131.84
105,6,113.55
106,6,113.3
107,6,113.05
108,6,112.8
109,6,112.56
110,6,98.29
111,6,98.05
112,6,97.82
113,6,97.59
114,6,97.36
115,6,116.17
116,6,115.95
117,6,115.73
118,6,115.52
119,6,115.31
120,6,96.07
121,6,95.87
122,6,95.68
123,6,95.49
124,6,95.3
125,6,96.13
126,6,95.95
127,6,114.81
128,6,114.65
129,6,114.5
130,6,134.37
131,6,134.23
132,6,134.09
133,6,133.96
134,6,133.84
135,6,124.72
136,6,124.61
137,6,124.51
138,6,124.42
139,6,124.33
140,6,126.25
141,6,126.18
142,6,126.12
143,6,126.07
144,6,126.02
145,6,122.98
146,6,122.95
147,6,122.93
148,6,122.91
149,6,122.9
150,6,94.05
151,6,94.06
152,6,115.93
153,6,115.96
154,6,115.99
155,6,113.03
156,6,113.08
157,6,113.14
158,6,113.2
159,6,113.27
160,6,93.35
161,6,93.44
162,6,93.53
163,6,93.64
164,6,93.75
165,6,93.86
166,6,93.99
167,6,94.12
168,6,94.25
169,6,94.4
170,6,134.55
171,6,134.71
172,6,134.87
173,6,135.04
174,6,135.21
175,6,97.04
176,6,97.23
177,6,128.77
178,6,128.97
179,6,129.17
180,6,121.38
181,6,121.59
182,6,121.8
183,6,122.02
184,6,122.24
185,6,97.47
186,6,97.7
187,6,97.93
188,6,98.17
189,6,98.41
190,6,111.65
191,6,111.89
192,6,112.14
193,6,112.39
194,6,112.63
195,6,99.88
196,6,100.14
197,6,100.39
198,6,100.64
199,6,100.89
0,7,100.85
1,7,101.11
2,7,101.36
3,7,101.61
4,7,101.86
5,7,110.11
6,7,110.36
7,7,110.61
8,7,110.85
9,7,111.1
10,7,131.34
11,7,131.58
12,7,131.81
13,7,132.05
14,7,132.28
15,7,137.5
16,7,137.73
17,7,137.95
18,7,138.16
19,7,138.37
20,7,118.58
21,7,118.78
22,7,118.98
23,7,119.17
24,7,119.35
25,7,108.13
26,7,108.31
27,7,138.88
28,7,139.04
29,7,139.2
30,7,147.35
31,7,147.49
32,7,147.63
33,7,147.76
34,7,147.89
35,7,108.0
36,7,108.11
37,7,108.21
38,7,108.31
39,7,108.4
40,7,132.48
41,7,132.55
42,7,132.62
43,7,132.68
44,7,132.73
45,7,108.76
46,7,108.8
47,7,108.82
48,7,108.84
49,7,108.85
50,7,109.45
51,7,109.45
52,7,120.84
53,7,120.82
54,7,120.79
55,7,128.76
56,7,128.71
57,7,128.66
58,7,128.6
59,7,128.53
60,7,121.45
61,7,121.37
62,7,121.27
63,7,121.18
64,7,121.07
65,7,141.98
66,7,141.86
67,7,141.74
68,7,141.61
69,7,141.47
70,7,129.31
71,7,129.15
72,7,128.99
73,7,128.83
74,7,128.66
75,7,107.55
76,7,107.36
77,7,128.11
78,7,127.92
79,7,127.72
80,7,115.5
81,7,115.29
82,7,115.08
83,7,114.86
84,7,114.64
85,7,125.44
86,7,125.22
87,7,124.98
88,7,124.75
89,7,124.51
90,7,103.22
91,7,102.98
92,7,102.73
93,7,102.48
94,7,102.24
95,7,101.99
96,7,101.74
97,7,101.48
98,7,101.23
99,7,100.98
100,7,102.33
101,7,102.08
102,7,132.32
103,7,132.07
104,7,131.82
105,7,113.51
106,7,113.26
107,7,113.02
108,7,112.77
109,7,112.53
110,7,98.25
111,7,98.01
112,7,97.78
113,7,97.55
114,7,97.32
115,7,116.14
116,7,115.92
117,7,115.7
118,7,115.49
119,7,115.28
120,7,96.03
121,7,95.83
122,7,95.64
123,7,95.45
124,7,95.27
125,7,96.09
126,7,95.92
127,7,114.78
128,7,114.62
129,7,114.46
130,7,134.34
131,7,134.2
132,7,134.06
133,7,133.93
134,7,133.81
135,7,124.68
136,7,124.58
137,7,124.48
138,7,124.38
139,7,124.3
140,7,126.22
141,7,126.15
142,7,126.09
143,7,126.03
144,7,125.98
145,7,122.94
146,7,122.91
147,7,122.89
148,7,122.87
149,7,122.87
150,7,94.01
151,7,94.02
152,7,115.89
153,7,115.92
154,7,115.95
155,7,112.99
156,7,113.04
157,7,113.1
158,7,113.16
159,7,113.23
160,7,93.31
161,7,93.4
162,7,93.49
163,7,93.6
164,7,93.71
165,7,93.82
166,7,93.95
167,7,94.08
168,7,94.22
169,7,94.36
170,7,134.51
171,7,134.67
172,7,134.83
173,7,135.0
174,7,135.18
175,7,97.01
176,7,97.19
177,7,128.73
178,7,128.93
179,7,129.13
180,7,121.34
181,7,121.55
182,7,121.76
183,7,121.98
184,7,122.21
185,7,97.43
186,7,97.66
187,7,97.89
188,7,98.13
189,7,98.37
190,7,111.61
191,7,111.85
192,7,112.1
193,7,112.35
194,7,112.6
195,7,99.85
196,7,100.1
197,7,100.35
198,7,100.6
199,7,100.85
0,8,100.81
1,8,101.06
2,8,101.31
3,8,101.57
4,8,101.82
5,8,110.07
6,8,110.32
7,8,110.56
8,8,110.81
9,8,111.05
10,8,131.29
11,8,131.53
12,8,131.77
13,8,132.0
14,8,132.23
15,8,137.46
16,8,137.68
17,8,137.9
18,8,138.12
19,8,138.33
20,8,118.53
21,8,118.73
22,8,118.93
23,8,119.12
24,8,119.31
25,8,108.09
26,8,108.26
27,8,138.83
28,8,139.0
29,8,139.15
30,8,147.31
31,8,147.45
32,8,147.59
33,8,147.72
34,8,147.84
35,8,107.96
36,8,108.07
37,8,108.17
38,8,108.27
39,8,108.35
40,8,132.44
41,8,132.51
42,8,132.58
43,8,132.63
44,8,132.68
45,8,108.72
46,8,108.75
47,8,108.78
48,8,108.8
49,8,108.81
50,8,109.41
51,8,109.4
52,8,120.8
53,8,120.77
54,8,120.75
55,8,128.71
56,8,128.67
57,8,128.62
58,8,128.56
59,8,128.49
60,8,121.41
61,8,121.32
62,8,121.23
63,8,121.13
64,8,121.03
65,8,141.94
66,8,141.83
67,8,141.7
68,8,141.57
69,8,141.43
70,8,129.27
71,8,129.11
72,8,128.96
73,8,128.79
74,8,128.62
75,8,107.5
76,8,107.32
77,8,128.08
78,8,127.88
79,8,127.69
80,8,115.46
81,8,115.25
82,8,115.04
83,8,114.82
84,8,114.6
85,8,125.41
86,8,125.18
87,8,124.95
88,8,124.72
89,8,124.48
90,8,103.17
91,8,102.93
92,8,102.69
93,8,102.44
94,8,102.19
95,8,101.94
96,8,101.69
97,8,101.44
98,8,101.19
99,8,100.94
100,8,102.29
101,8,102.04
102,8,132.29
103,8,132.04
104,8,131.79
105,8,113.47
106,8,113.23
107,8,112.98
108,8,112.73
109,8,112.49
110,8,98.21
111,8,97.97
112,8,97.73
113,8,97.5
114,8,97.27
115,8,116.1
116,8,115.88
117,8,115.66
118,8,115.45
119,8,115.24
120,8,95.99
121,8,95.79
122,8,95.59
123,8,95.4
124,8,95.22
125,8,96.04
126,8,95.87
127,8,114.74
128,8,114.58
129,8,114.42
130,8,134.31
131,8,134.16
132,8,134.03
133,8,133.9
134,8,133.77
135,8,124.65
136,8,124.54
137,8,124.44
138,8,124.34
139,8,124.26
140,8,126.18
141,8,126.11
142,8,126.05
143,8,125.99
144,8,125.94
145,8,122.9
146,8,122.87
