x,y,elevation_m
34,1,156.19
35,1,157.04
36,1,157.87
37,1,158.68
38,1,159.48
39,1,160.26
40,1,161.03
41,1,161.77
42,1,162.5
43,1,163.2
44,1,163.89
45,1,164.56
46,1,165.21
47,1,165.83
48,1,166.44
49,1,167.03
50,1,167.59
51,1,168.14
52,1,168.66
53,1,169.16
54,1,169.64
55,1,170.09
56,1,170.53
57,1,170.94
58,1,171.33
59,1,171.69
60,1,172.03
61,1,172.35
62,1,172.64
63,1,172.91
64,1,173.16
65,1,173.38
66,1,173.57
67,1,173.74
68,1,173.89
69,1,174.01
70,1,174.11
71,1,174.17
72,1,174.22
73,1,174.23
74,1,174.23
75,1,174.19
76,1,174.13
77,1,174.04
78,1,173.92
79,1,173.78
80,1,173.61
81,1,173.41
82,1,173.19
83,1,172.94
84,1,172.66
85,1,172.35
86,1,172.02
87,1,171.65
88,1,171.27
89,1,170.85
90,1,170.4
91,1,169.93
92,1,169.43
93,1,168.9
94,1,168.35
95,1,167.76
96,1,167.15
97,1,166.51
98,1,165.85
99,1,165.16
100,1,164.44
101,1,163.7
102,1,162.93
103,1,162.13
104,1,161.32
105,1,160.47
106,1,159.6
107,1,158.71
108,1,157.8
109,1,156.86
110,1,155.91
111,1,154.93
112,1,153.93
113,1,152.91
114,1,151.87
115,1,150.81
116,1,149.73
117,1,148.64
118,1,147.53
119,1,146.41
120,1,145.27
121,1,144.12
122,1,142.96
123,1,141.78
124,1,140.59
125,1,139.4
126,1,138.19
127,1,136.98
128,1,135.76
129,1,134.54
130,1,133.31
131,1,132.08
132,1,130.85
133,1,129.62
134,1,128.39
135,1,127.16
136,1,125.93
137,1,124.7
138,1,123.48
139,1,122.27
140,1,121.06
141,1,119.86
142,1,118.68
143,1,117.5
144,1,116.33
145,1,115.18
146,1,114.04
147,1,112.92
148,1,111.81
149,1,110.72
150,1,109.65
151,1,108.59
152,1,107.56
153,1,106.55
154,1,105.56
155,1,104.59
156,1,103.65
157,1,102.73
158,1,101.83
159,1,100.96
160,1,100.12
161,1,99.31
162,1,98.52
163,1,97.77
164,1,97.04
165,1,96.34
166,1,95.68
167,1,95.04
168,1,94.44
169,1,93.87
170,1,93.33
171,1,92.82
172,1,92.35
173,1,91.91
174,1,91.5
175,1,91.13
176,1,90.79
177,1,90.48
178,1,90.21
179,1,89.97
180,1,89.77
181,1,89.6
182,1,89.47
183,1,89.37
184,1,89.3
185,1,89.27
186,1,89.27
187,1,89.3
188,1,89.37
189,1,89.47
190,1,89.61
191,1,89.78
192,1,89.98
193,1,90.21
194,1,90.47
195,1,90.77
196,1,91.09
197,1,91.45
198,1,91.83
199,1,92.25
200,1,92.69
201,1,93.16
202,1,93.66
203,1,94.19
204,1,94.74
205,1,95.32
206,1,95.93
207,1,96.56
208,1,97.21
209,1,97.89
210,1,98.59
211,1,99.31
212,1,100.06
213,1,100.82
214,1,101.6
215,1,102.41
216,1,103.23
217,1,104.07
218,1,104.93
219,1,105.8
220,1,106.69
221,1,107.59
222,1,108.51
223,1,109.43
224,1,110.38
225,1,111.33
226,1,112.29
227,1,113.26
228,1,114.24
229,1,115.23
230,1,116.23
231,1,117.23
232,1,118.24
233,1,119.25
234,1,120.27
235,1,121.29
236,1,122.31
237,1,123.33
238,1,124.35
239,1,125.37
240,1,126.39
241,1,127.41
242,1,128.43
243,1,129.44
244,1,130.44
245,1,131.45
246,1,132.44
247,1,133.43
248,1,134.41
249,1,135.38
250,1,136.34
251,1,137.29
252,1,138.24
253,1,139.16
254,1,140.08
255,1,140.99
256,1,141.88
257,1,142.75
258,1,143.61
259,1,144.46
260,1,145.29
261,1,146.1
262,1,146.89
263,1,147.67
264,1,148.42
265,1,149.16
266,1,149.87
267,1,150.57
268,1,151.24
269,1,151.9
270,1,152.53
271,1,153.13
272,1,153.72
273,1,154.28
274,1,154.82
275,1,155.33
276,1,155.82
277,1,156.28
278,1,156.71
279,1,157.13
280,1,157.51
281,1,157.87
282,1,158.2
283,1,158.5
284,1,158.78
285,1,159.03
286,1,159.25
287,1,159.44
288,1,159.61
289,1,159.74
290,1,159.85
291,1,159.93
292,1,159.98
293,1,160.01
294,1,160.0
295,1,159.97
296,1,159.91
297,1,159.82
298,1,159.7
299,1,159.55
300,1,159.37
301,1,159.17
302,1,158.94
303,1,158.68
304,1,158.39
305,1,158.07
306,1,157.73
307,1,157.36
308,1,156.96
309,1,156.54
310,1,156.09
311,1,155.62
312,1,155.12
313,1,154.59
314,1,154.04
315,1,153.46
316,1,152.86
317,1,152.24
318,1,151.59
319,1,150.92
320,1,150.23
321,1,149.52
322,1,148.78
323,1,148.03
324,1,147.25
325,1,146.45
326,1,145.64
327,1,144.8
328,1,143.95
329,1,143.08
330,1,142.19
331,1,141.28
332,1,140.36
333,1,139.43
334,1,138.48
335,1,137.51
336,1,136.54
337,1,135.55
338,1,134.54
339,1,133.53
340,1,132.5
341,1,131.47
342,1,130.42
343,1,129.37
344,1,128.31
345,1,127.24
346,1,126.16
347,1,125.07
348,1,123.99
349,1,122.89
350,1,121.79
351,1,120.69
352,1,119.58
353,1,118.48
354,1,117.37
355,1,116.25
356,1,115.14
357,1,114.03
358,1,112.92
359,1,111.8
360,1,110.69
361,1,109.59
362,1,108.48
363,1,107.38
364,1,106.28
365,1,105.18
366,1,104.09
367,1,103.0
368,1,101.92
369,1,100.85
370,1,99.78
371,1,98.71
372,1,97.66
373,1,96.61
374,1,95.56
375,1,94.53
376,1,93.5
377,1,92.48
378,1,91.46
379,1,90.46
380,1,89.46
381,1,88.47
382,1,87.49
383,1,86.52
384,1,85.56
385,1,84.6
386,1,83.66
387,1,82.72
388,1,81.79
389,1,80.86
390,1,79.95
391,1,79.04
392,1,78.14
393,1,77.25
394,1,76.36
395,1,75.48
396,1,74.61
397,1,73.74
398,1,72.88
399,1,72.02
0,2,120.87
1,2,121.99
2,2,123.11
3,2,124.23
4,2,125.36
5,2,126.49
6,2,127.61
7,2,128.74
8,2,129.86
9,2,130.98
10,2,132.1
11,2,133.22
12,2,134.33
13,2,135.44
14,2,136.54
15,2,137.63
16,2,138.72
17,2,139.8
18,2,140.87
19,2,141.94
20,2,143.0
21,2,144.04
22,2,145.08
23,2,146.11
24,2,147.12
25,2,148.13
26,2,149.12
27,2,150.1
28,2,151.07
29,2,152.03
30,2,152.97
31,2,153.9
32,2,154.81
33,2,155.71
34,2,156.59
35,2,157.46
36,2,158.31
37,2,159.15
38,2,159.96
39,2,160.77
40,2,161.55
41,2,162.32
42,2,163.07
43,2,163.8
44,2,164.51
45,2,165.2
46,2,165.87
47,2,166.53
48,2,167.16
49,2,167.78
50,2,168.37
51,2,168.94
52,2,169.49
53,2,170.03
54,2,170.53
55,2,171.02
56,2,171.49
57,2,171.93
58,2,172.35
59,2,172.75
60,2,173.13
61,2,173.48
62,2,173.81
63,2,174.11
64,2,174.39
65,2,174.65
66,2,174.88
67,2,175.09
68,2,175.27
69,2,175.43
70,2,175.56
71,2,175.67
72,2,175.75
73,2,175.81
74,2,175.84
75,2,175.84
76,2,175.82
77,2,175.76
78,2,175.69
79,2,175.58
80,2,175.45
81,2,175.29
82,2,175.1
83,2,174.89
84,2,174.64
85,2,174.37
86,2,174.07
87,2,173.75
88,2,173.39
89,2,173.01
90,2,172.59
91,2,172.15
92,2,171.68
93,2,171.19
94,2,170.66
95,2,170.1
96,2,169.52
97,2,168.91
98,2,168.27
99,2,167.6
100,2,166.9
101,2,166.18
102,2,165.43
103,2,164.66
104,2,163.85
105,2,163.03
106,2,162.17
107,2,161.3
108,2,160.39
109,2,159.47
110,2,158.52
111,2,157.54
112,2,156.55
113,2,155.53
114,2,154.5
115,2,153.44
116,2,152.36
117,2,151.27
118,2,150.16
119,2,149.03
120,2,147.88
121,2,146.73
122,2,145.55
123,2,144.37
124,2,143.17
125,2,141.96
126,2,140.74
127,2,139.51
128,2,138.28
129,2,137.03
130,2,135.79
131,2,134.54
132,2,133.28
133,2,132.03
134,2,130.77
135,2,129.51
136,2,128.26
137,2,127.01
138,2,125.76
139,2,124.51
140,2,123.28
141,2,122.05
142,2,120.83
143,2,119.62
144,2,118.42
145,2,117.24
146,2,116.06
147,2,114.91
148,2,113.76
149,2,112.64
150,2,111.53
151,2,110.44
152,2,109.37
153,2,108.33
154,2,107.3
155,2,106.3
156,2,105.32
157,2,104.36
158,2,103.43
159,2,102.53
160,2,101.65
161,2,100.8
162,2,99.98
163,2,99.19
164,2,98.43
165,2,97.7
166,2,97.0
167,2,96.33
168,2,95.69
169,2,95.09
170,2,94.51
171,2,93.97
172,2,93.47
173,2,93.0
174,2,92.56
175,2,92.15
176,2,91.78
177,2,91.45
178,2,91.15
179,2,90.88
180,2,90.65
181,2,90.46
182,2,90.3
183,2,90.17
184,2,90.08
185,2,90.02
186,2,90.0
187,2,90.01
188,2,90.05
189,2,90.13
190,2,90.24
191,2,90.39
192,2,90.57
193,2,90.78
194,2,91.02
195,2,91.3
196,2,91.6
197,2,91.94
198,2,92.31
199,2,92.7
200,2,93.13
201,2,93.59
202,2,94.07
203,2,94.58
204,2,95.12
205,2,95.68
206,2,96.27
207,2,96.89
208,2,97.53
209,2,98.2
210,2,98.88
211,2,99.59
212,2,100.33
213,2,101.08
214,2,101.85
215,2,102.64
216,2,103.46
217,2,104.29
218,2,105.13
219,2,106.0
220,2,106.87
221,2,107.77
222,2,108.68
223,2,109.6
224,2,110.53
225,2,111.47
226,2,112.43
227,2,113.4
228,2,114.37
229,2,115.35
230,2,116.34
231,2,117.34
232,2,118.34
233,2,119.35
234,2,120.36
235,2,121.37
236,2,122.39
237,2,123.4
238,2,124.42
239,2,125.44
240,2,126.45
241,2,127.47
242,2,128.48
243,2,129.49
244,2,130.49
245,2,131.49
246,2,132.48
247,2,133.46
248,2,134.44
249,2,135.41
250,2,136.37
251,2,137.32
252,2,138.26
253,2,139.18
254,2,140.1
255,2,141.0
256,2,141.89
257,2,142.76
258,2,143.62
259,2,144.46
260,2,145.29
261,2,146.1
262,2,146.89
263,2,147.66
264,2,148.42
265,2,149.15
266,2,149.87
267,2,150.56
268,2,151.24
269,2,151.89
270,2,152.52
271,2,153.12
272,2,153.71
273,2,154.27
274,2,154.8
275,2,155.31
276,2,155.8
277,2,156.26
278,2,156.7
279,2,157.11
280,2,157.49
281,2,157.85
282,2,158.18
283,2,158.48
284,2,158.76
285,2,159.01
286,2,159.23
287,2,159.42
288,2,159.58
289,2,159.72
290,2,159.83
291,2,159.91
292,2,159.96
293,2,159.98
294,2,159.98
295,2,159.94
296,2,159.88
297,2,159.79
298,2,159.67
299,2,159.52
300,2,159.35
301,2,159.14
302,2,158.91
303,2,158.65
304,2,158.36
305,2,158.05
306,2,157.71
307,2,157.34
308,2,156.94
309,2,156.52
310,2,156.07
311,2,155.59
312,2,155.09
313,2,154.56
314,2,154.01
315,2,153.44
316,2,152.84
317,2,152.21
318,2,151.57
319,2,150.9
320,2,150.21
321,2,149.49
322,2,148.76
323,2,148.0
324,2,147.22
325,2,146.43
326,2,145.61
327,2,144.77
328,2,143.92
329,2,143.05
330,2,142.16
331,2,141.26
332,2,140.33
333,2,139.4
334,2,138.45
335,2,137.48
336,2,136.5
337,2,135.51
338,2,134.51
339,2,133.49
340,2,132.46
341,2,131.43
342,2,130.38
343,2,129.32
344,2,128.26
345,2,127.19
346,2,126.11
347,2,125.02
348,2,123.93
349,2,122.83
350,2,121.73
351,2,120.62
352,2,119.51
353,2,118.4
354,2,117.28
355,2,116.16
356,2,115.05
357,2,113.93
358,2,112.81
359,2,111.69
360,2,110.57
361,2,109.45
362,2,108.34
363,2,107.23
364,2,106.12
365,2,105.01
366,2,103.91
367,2,102.81
368,2,101.72
369,2,100.63
370,2,99.55
371,2,98.47
372,2,97.4
373,2,96.33
374,2,95.27
375,2,94.22
376,2,93.17
377,2,92.13
378,2,91.1
379,2,90.07
380,2,89.05
381,2,88.04
382,2,87.04
383,2,86.04
384,2,85.05
385,2,84.07
386,2,83.09
387,2,82.12
388,2,81.16
389,2,80.2
390,2,79.25
391,2,78.31
392,2,77.37
393,2,76.44
394,2,75.51
395,2,74.59
396,2,73.68
397,2,72.77
398,2,71.86
399,2,70.95
0,3,120.95
1,3,122.07
2,3,123.19
3,3,124.32
4,3,125.45
5,3,126.58
6,3,127.72
7,3,128.85
8,3,129.98
9,3,131.11
10,3,132.23
11,3,133.35
12,3,134.47
13,3,135.58
14,3,136.69
15,3,137.8
16,3,138.89
17,3,139.98
18,3,141.07
19,3,142.14
20,3,143.21
21,3,144.27
22,3,145.32
23,3,146.36
24,3,147.39
25,3,148.41
26,3,149.41
27,3,150.41
28,3,151.39
29,3,152.36
30,3,153.32
31,3,154.27
32,3,155.2
33,3,156.11
34,3,157.02
35,3,157.9
36,3,158.78
37,3,159.63
38,3,160.47
39,3,161.3
40,3,162.1
41,3,162.9
42,3,163.67
43,3,164.42
44,3,165.16
45,3,165.88
46,3,166.58
47,3,167.27
48,3,167.93
49,3,168.57
50,3,169.2
51,3,169.8
52,3,170.38
53,3,170.95
54,3,171.49
55,3,172.01
56,3,172.51
57,3,172.99
58,3,173.45
59,3,173.88
60,3,174.3
61,3,174.68
62,3,175.05
63,3,175.4
64,3,175.72
65,3,176.01
66,3,176.28
67,3,176.53
68,3,176.76
69,3,176.95
70,3,177.13
71,3,177.28
72,3,177.4
73,3,177.49
74,3,177.57
75,3,177.61
76,3,177.63
77,3,177.62
78,3,177.58
79,3,177.52
80,3,177.43
81,3,177.31
82,3,177.16
83,3,176.98
84,3,176.78
85,3,176.55
86,3,176.29
87,3,176.0
88,3,175.68
89,3,175.33
90,3,174.95
91,3,174.55
92,3,174.11
93,3,173.65
94,3,173.15
95,3,172.63
96,3,172.07
97,3,171.49
98,3,170.87
99,3,170.23
100,3,169.56
101,3,168.86
102,3,168.13
103,3,167.38
104,3,166.59
105,3,165.78
106,3,164.94
107,3,164.08
108,3,163.19
109,3,162.28
110,3,161.34
111,3,160.37
112,3,159.38
113,3,158.37
114,3,157.34
115,3,156.28
116,3,155.21
117,3,154.11
118,3,152.99
119,3,151.86
120,3,150.71
121,3,149.54
122,3,148.36
123,3,147.16
124,3,145.95
125,3,144.73
126,3,143.49
127,3,142.25
128,3,140.99
129,3,139.73
130,3,138.46
131,3,137.19
132,3,135.91
133,3,134.63
134,3,133.35
135,3,132.06
136,3,130.78
137,3,129.5
138,3,128.22
139,3,126.95
140,3,125.68
141,3,124.42
142,3,123.17
143,3,121.92
144,3,120.69
145,3,119.47
146,3,118.26
147,3,117.07
148,3,115.89
149,3,114.72
150,3,113.58
151,3,112.45
152,3,111.35
153,3,110.26
154,3,109.2
155,3,108.15
156,3,107.14
157,3,106.14
158,3,105.17
159,3,104.23
160,3,103.32
161,3,102.43
162,3,101.57
163,3,100.74
164,3,99.94
165,3,99.17
166,3,98.44
167,3,97.73
168,3,97.06
169,3,96.42
170,3,95.81
171,3,95.23
172,3,94.69
173,3,94.19
174,3,93.72
175,3,93.28
176,3,92.88
177,3,92.51
178,3,92.18
179,3,91.88
180,3,91.62
181,3,91.4
182,3,91.21
183,3,91.05
184,3,90.93
185,3,90.85
186,3,90.8
187,3,90.78
188,3,90.8
189,3,90.85
190,3,90.94
191,3,91.06
192,3,91.22
193,3,91.41
194,3,91.63
195,3,91.88
196,3,92.17
197,3,92.48
198,3,92.83
199,3,93.21
200,3,93.62
201,3,94.05
202,3,94.52
203,3,95.01
204,3,95.53
205,3,96.08
206,3,96.66
207,3,97.26
208,3,97.88
209,3,98.53
210,3,99.21
211,3,99.91
212,3,100.62
213,3,101.36
214,3,102.13
215,3,102.91
216,3,103.71
217,3,104.52
218,3,105.36
219,3,106.21
220,3,107.08
221,3,107.97
222,3,108.86
223,3,109.78
224,3,110.7
225,3,111.64
226,3,112.58
227,3,113.54
228,3,114.51
229,3,115.48
230,3,116.46
231,3,117.45
232,3,118.45
233,3,119.45
234,3,120.45
235,3,121.46
236,3,122.47
237,3,123.48
238,3,124.49
239,3,125.51
240,3,126.52
241,3,127.53
242,3,128.53
243,3,129.54
244,3,130.54
245,3,131.53
246,3,132.52
247,3,133.5
248,3,134.47
249,3,135.44
250,3,136.39
251,3,137.34
252,3,138.27
253,3,139.2
254,3,140.11
255,3,141.01
256,3,141.89
257,3,142.76
258,3,143.62
259,3,144.46
260,3,145.28
261,3,146.09
262,3,146.88
263,3,147.65
264,3,148.41
265,3,149.14
266,3,149.85
267,3,150.54
268,3,151.22
269,3,151.87
270,3,152.49
271,3,153.1
272,3,153.68
273,3,154.24
274,3,154.77
275,3,155.28
276,3,155.77
277,3,156.23
278,3,156.66
279,3,157.07
280,3,157.46
281,3,157.81
282,3,158.14
283,3,158.45
284,3,158.72
285,3,158.97
286,3,159.19
287,3,159.38
288,3,159.55
289,3,159.68
290,3,159.79
291,3,159.87
292,3,159.92
293,3,159.94
294,3,159.94
295,3,159.9
296,3,159.84
297,3,159.75
298,3,159.63
299,3,159.48
300,3,159.31
301,3,159.1
302,3,158.87
303,3,158.61
304,3,158.32
305,3,158.01
306,3,157.66
307,3,157.3
308,3,156.9
309,3,156.48
310,3,156.03
311,3,155.55
312,3,155.05
313,3,154.52
314,3,153.97
315,3,153.4
316,3,152.8
317,3,152.18
318,3,151.53
319,3,150.86
320,3,150.17
321,3,149.45
322,3,148.72
323,3,147.96
324,3,147.18
325,3,146.39
326,3,145.57
327,3,144.74
328,3,143.88
329,3,143.01
330,3,142.12
331,3,141.22
332,3,140.29
333,3,139.36
334,3,138.4
335,3,137.44
336,3,136.46
337,3,135.47
338,3,134.46
339,3,133.44
340,3,132.41
341,3,131.38
342,3,130.33
343,3,129.27
344,3,128.2
345,3,127.13
346,3,126.04
347,3,124.95
348,3,123.86
349,3,122.76
350,3,121.65
351,3,120.54
352,3,119.42
353,3,118.31
354,3,117.19
355,3,116.06
356,3,114.94
357,3,113.81
358,3,112.69
359,3,111.56
360,3,110.43
361,3,109.31
362,3,108.19
363,3,107.06
364,3,105.94
365,3,104.83
366,3,103.71
367,3,102.6
368,3,101.5
369,3,100.39
370,3,99.3
371,3,98.2
372,3,97.11
373,3,96.03
374,3,94.95
375,3,93.88
376,3,92.81
377,3,91.75
378,3,90.7
379,3,89.65
380,3,88.61
381,3,87.57
382,3,86.54
383,3,85.51
384,3,84.49
385,3,83.48
386,3,82.47
387,3,81.47
388,3,80.47
389,3,79.48
390,3,78.5
391,3,77.52
392,3,76.54
393,3,75.57
394,3,74.6
395,3,73.63
396,3,72.67
397,3,71.71
398,3,70.76
399,3,69.8
0,4,121.04
1,4,122.16
2,4,123.29
3,4,124.42
4,4,125.55
5,4,126.69
6,4,127.82
7,4,128.96
8,4,130.1
9,4,131.23
10,4,132.36
11,4,133.49
12,4,134.62
13,4,135.74
14,4,136.86
15,4,137.97
16,4,139.08
17,4,140.18
18,4,141.27
19,4,142.36
20,4,143.43
21,4,144.51
22,4,145.57
23,4,146.62
24,4,147.66
25,4,148.69
26,4,149.72
27,4,150.73
28,4,151.73
29,4,152.72
30,4,153.69
31,4,154.65
32,4,155.6
33,4,156.54
34,4,157.46
35,4,158.37
36,4,159.27
37,4,160.15
38,4,161.01
39,4,161.86
40,4,162.69
41,4,163.51
42,4,164.31
43,4,165.09
44,4,165.86
45,4,166.6
46,4,167.34
47,4,168.05
48,4,168.74
49,4,169.42
50,4,170.08
51,4,170.71
52,4,171.33
53,4,171.93
54,4,172.51
55,4,173.07
56,4,173.61
57,4,174.12
58,4,174.62
59,4,175.09
60,4,175.54
61,4,175.97
62,4,176.38
63,4,176.77
64,4,177.13
65,4,177.47
66,4,177.78
67,4,178.07
68,4,178.34
69,4,178.58
70,4,178.8
71,4,178.99
72,4,179.16
73,4,179.3
74,4,179.42
75,4,179.51
76,4,179.57
77,4,179.61
78,4,179.61
79,4,179.6
80,4,179.55
81,4,179.47
82,4,179.37
83,4,179.24
84,4,179.08
85,4,178.89
86,4,178.67
87,4,178.42
88,4,178.14
89,4,177.83
90,4,177.49
91,4,177.13
92,4,176.73
93,4,176.3
94,4,175.83
95,4,175.34
96,4,174.82
97,4,174.27
98,4,173.68
99,4,173.07
100,4,172.42
101,4,171.75
102,4,171.04
103,4,170.31
104,4,169.55
105,4,168.75
106,4,167.93
107,4,167.08
108,4,166.21
109,4,165.3
110,4,164.38
111,4,163.42
112,4,162.44
113,4,161.43
114,4,160.4
115,4,159.35
116,4,158.27
117,4,157.18
118,4,156.06
119,4,154.92
120,4,153.76
121,4,152.58
122,4,151.39
123,4,150.18
124,4,148.96
125,4,147.72
126,4,146.47
127,4,145.21
128,4,143.93
129,4,142.65
130,4,141.36
131,4,140.06
132,4,138.76
133,4,137.45
134,4,136.14
135,4,134.83
136,4,133.51
137,4,132.2
138,4,130.89
139,4,129.58
140,4,128.28
141,4,126.98
142,4,125.7
143,4,124.41
144,4,123.14
145,4,121.89
146,4,120.64
